Date,Open,High,Low,Close,Adj Close,Volume
2018-03-02,15314.599609,15404.900391,15286.599609,15384.599609,15384.599609,218609500
2018-03-05,15340.200195,15559.200195,15334.700195,15541.299805,15541.299805,20663500
2018-03-06,15568.900391,15591.000000,15503.799805,15545.200195,15545.200195,220908900
2018-03-07,15487.200195,15611.900391,15471.599609,15472.599609,15472.599609,183071700
2018-03-08,15511.099609,15552.700195,15477.799805,15538.700195,15538.700195,173265200
2018-03-09,15581.000000,15598.799805,15503.000000,15577.799805,15577.799805,163811300
2018-03-12,15579.599609,15628.099609,15549.000000,15604.799805,15604.799805,152231100
2018-03-13,15661.500000,15709.400391,15628.799805,15647.099609,15647.099609,158921500
2018-03-14,15696.599609,15712.599609,15619.700195,15653.599609,15653.599609,167702100
2018-03-15,15687.900391,15735.299805,15642.400391,15670.599609,15670.599609,186611800
2018-03-16,15694.299805,15791.200195,15694.299805,15711.299805,15711.299805,478268800
2018-03-19,15693.099609,15693.099609,15540.900391,15589.400391,15589.400391,175993800
2018-03-20,15608.799805,15642.500000,15593.099609,15616.400391,15616.400391,215898400
2018-03-21,15593.900391,15741.500000,15580.599609,15675.299805,15675.299805,261388100
2018-03-22,15563.500000,15570.900391,15387.099609,15399.900391,15399.900391,230352600
2018-03-23,15415.400391,15455.599609,15203.900391,15223.700195,15223.700195,213911900
2018-03-26,15334.200195,15356.900391,15211.400391,15298.599609,15298.599609,213984100
2018-03-27,15307.799805,15367.500000,15171.799805,15216.200195,15216.200195,212058200
2018-03-28,15198.700195,15232.000000,15150.500000,15169.900391,15169.900391,214705000
2018-03-29,15224.299805,15390.799805,15204.000000,15367.299805,15367.299805,227294100
2018-04-02,15351.200195,15351.200195,15157.299805,15213.500000,15213.500000,166742600
2018-04-03,15215.099609,15228.000000,15104.200195,15180.799805,15180.799805,199121700
2018-04-04,15050.900391,15180.099609,14991.200195,15164.400391,15164.400391,227789600
2018-04-05,15194.599609,15371.400391,15187.200195,15356.099609,15356.099609,214608900
2018-04-06,15294.799805,15367.099609,15160.599609,15207.400391,15207.400391,200467100
2018-04-09,15268.400391,15320.500000,15216.000000,15227.700195,15227.700195,174468400
2018-04-10,15339.799805,15339.799805,15252.799805,15262.099609,15262.099609,212896000
2018-04-11,15234.400391,15318.900391,15231.799805,15257.900391,15257.900391,229950600
2018-04-12,15288.599609,15313.599609,15259.000000,15269.299805,15269.299805,160611500
2018-04-13,15337.299805,15349.599609,15254.900391,15274.000000,15274.000000,190227600
2018-04-16,15298.799805,15326.099609,15266.900391,15300.400391,15300.400391,188529800
2018-04-17,15336.400391,15404.500000,15325.000000,15353.299805,15353.299805,167451700
2018-04-18,15422.900391,15576.700195,15422.900391,15530.000000,15530.000000,230935400
2018-04-19,15542.599609,15559.400391,15434.400391,15454.400391,15454.400391,191719900
2018-04-20,15470.299805,15501.099609,15442.400391,15484.299805,15484.299805,170639000
2018-04-23,15503.400391,15582.299805,15495.900391,15552.099609,15552.099609,202793400
2018-04-24,15585.000000,15589.200195,15430.599609,15477.000000,15477.000000,202523700
2018-04-25,15470.599609,15538.500000,15443.400391,15509.799805,15509.799805,189569500
2018-04-26,15557.599609,15658.799805,15526.400391,15637.599609,15637.599609,208957600
2018-04-27,15649.799805,15682.299805,15631.900391,15668.900391,15668.900391,111784200
2018-04-30,15676.799805,15702.599609,15607.900391,15607.900391,15607.900391,202543600
2018-05-01,15592.500000,15628.000000,15550.099609,15618.900391,15618.900391,166611100
2018-05-02,15634.299805,15681.500000,15620.900391,15627.900391,15627.900391,208381100
2018-05-03,15633.099609,15644.900391,15548.700195,15621.500000,15621.500000,234870100
2018-05-04,15602.599609,15752.500000,15600.200195,15729.400391,15729.400391,180930100
2018-05-07,15759.700195,15848.400391,15759.700195,15808.599609,15808.599609,204416700
2018-05-08,15815.599609,15842.700195,15771.900391,15842.700195,15842.700195,239405500
2018-05-09,15902.599609,15910.799805,15828.200195,15910.799805,15910.799805,249620000
2018-05-10,15929.400391,16000.200195,15910.099609,15959.500000,15959.500000,230424900
2018-05-11,15998.099609,16030.400391,15975.900391,15983.299805,15983.299805,196733700
2018-05-14,16023.900391,16101.599609,16016.900391,16085.599609,16085.599609,226311000
2018-05-15,16097.799805,16132.099609,16053.299805,16097.799805,16097.799805,224440500
2018-05-16,16105.799805,16120.299805,16067.200195,16108.099609,16108.099609,201996900
2018-05-17,16125.299805,16179.500000,16117.500000,16143.599609,16143.599609,208702800
2018-05-18,16151.299805,16168.200195,16108.000000,16162.299805,16162.299805,181368400
2018-05-22,16179.299805,16238.799805,16139.799805,16144.799805,16144.799805,231832700
2018-05-23,16084.099609,16151.900391,16072.400391,16133.799805,16133.799805,195487800
2018-05-24,16147.599609,16171.500000,16086.000000,16113.599609,16113.599609,204773800
2018-05-25,16085.000000,16148.200195,16059.700195,16075.700195,16075.700195,182237200
2018-05-28,16059.400391,16089.299805,16001.900391,16016.099609,16016.099609,83342500
2018-05-29,15958.500000,16013.599609,15884.299805,15922.599609,15922.599609,196780200
2018-05-30,15964.200195,16048.900391,15938.599609,16048.700195,16048.700195,187813200
2018-05-31,16013.500000,16064.400391,15979.599609,16061.500000,16061.500000,288780000
2018-06-01,16075.799805,16095.200195,16040.500000,16043.500000,16043.500000,181961200
2018-06-04,16064.900391,16121.200195,16038.000000,16052.200195,16052.200195,172744300
2018-06-05,16100.900391,16176.200195,16080.000000,16122.299805,16122.299805,188418400
2018-06-06,16128.799805,16183.900391,16072.400391,16183.900391,16183.900391,185476800
2018-06-07,16201.000000,16249.200195,16149.400391,16192.799805,16192.799805,202165900
2018-06-08,16179.900391,16202.700195,16142.200195,16202.700195,16202.700195,171122400
2018-06-11,16229.200195,16294.799805,16220.500000,16263.299805,16263.299805,169658600
2018-06-12,16275.799805,16290.799805,16240.599609,16289.000000,16289.000000,176743900
2018-06-13,16299.900391,16321.000000,16259.000000,16265.799805,16265.799805,168594800
2018-06-14,16308.000000,16351.599609,16254.000000,16329.000000,16329.000000,166514200
2018-06-15,16309.299805,16329.900391,16257.299805,16314.400391,16314.400391,448100700
2018-06-18,16275.500000,16389.300781,16253.299805,16383.599609,16383.599609,203500400
2018-06-19,16291.700195,16351.900391,16264.599609,16316.500000,16316.500000,195318600
2018-06-20,16388.500000,16444.500000,16374.700195,16421.000000,16421.000000,214355600
2018-06-21,16401.400391,16412.300781,16323.200195,16335.200195,16335.200195,196887700
2018-06-22,16457.300781,16489.500000,16438.099609,16450.099609,16450.099609,230346100
2018-06-25,16381.500000,16384.800781,16165.599609,16184.000000,16184.000000,255366700
2018-06-26,16239.000000,16347.500000,16199.799805,16280.099609,16280.099609,249086000
2018-06-27,16320.599609,16344.400391,16218.000000,16231.299805,16231.299805,233945300
2018-06-28,16163.599609,16218.000000,16112.599609,16179.900391,16179.900391,212392300
2018-06-29,16230.000000,16304.299805,16230.000000,16277.700195,16277.700195,215940200
2018-07-03,16332.400391,16346.099609,16227.299805,16263.200195,16263.200195,167706400
2018-07-04,16272.400391,16330.700195,16260.299805,16304.700195,16304.700195,63098400
2018-07-05,16326.900391,16330.900391,16235.599609,16266.599609,16266.599609,169774100
2018-07-06,16242.400391,16378.599609,16230.299805,16371.799805,16371.799805,141594800
2018-07-09,16402.699219,16460.500000,16382.299805,16452.300781,16452.300781,149277900
2018-07-10,16481.300781,16553.800781,16481.300781,16548.699219,16548.699219,179453700
2018-07-11,16448.900391,16464.000000,16390.099609,16417.300781,16417.300781,223771000
2018-07-12,16490.199219,16577.099609,16449.099609,16567.400391,16567.400391,168849100
2018-07-13,16560.900391,16586.500000,16539.199219,16561.099609,16561.099609,140905500
2018-07-16,16531.099609,16531.099609,16467.800781,16494.699219,16494.699219,152593700
2018-07-17,16462.199219,16546.300781,16445.199219,16519.199219,16519.199219,164404500
2018-07-18,16547.900391,16557.400391,16477.400391,16477.400391,16477.400391,182820700
2018-07-19,16463.000000,16564.400391,16463.000000,16543.000000,16543.000000,179816500
2018-07-20,16491.900391,16498.599609,16424.800781,16435.500000,16435.500000,175726000
2018-07-23,16444.500000,16444.500000,16389.400391,16420.800781,16420.800781,154956300
2018-07-24,16460.300781,16512.300781,16390.099609,16390.099609,16390.099609,178751900
2018-07-25,16366.500000,16421.900391,16351.000000,16420.800781,16420.800781,158513300
2018-07-26,16387.599609,16480.599609,16364.299805,16455.699219,16455.699219,185503900
2018-07-27,16465.400391,16489.099609,16361.299805,16394.000000,16394.000000,213660700
2018-07-30,16443.000000,16443.000000,16340.500000,16345.500000,16345.500000,143937900
2018-07-31,16358.599609,16434.000000,16324.700195,16434.000000,16434.000000,218906200
2018-08-01,16383.799805,16432.199219,16328.599609,16376.799805,16376.799805,183217000
2018-08-02,16322.000000,16418.800781,16266.599609,16409.199219,16409.199219,177619800
2018-08-03,16390.900391,16429.099609,16369.799805,16420.199219,16420.199219,169210300
2018-08-07,16491.599609,16494.099609,16281.000000,16286.299805,16286.299805,247971400
2018-08-08,16302.099609,16325.099609,16235.599609,16315.099609,16315.099609,173124600
2018-08-09,16327.099609,16430.900391,16326.900391,16417.000000,16417.000000,178858400
2018-08-10,16353.500000,16362.500000,16281.799805,16326.500000,16326.500000,181112000
2018-08-13,16318.299805,16371.900391,16239.700195,16250.799805,16250.799805,169202400
2018-08-14,16296.099609,16342.000000,16250.599609,16330.700195,16330.700195,187168600
2018-08-15,16260.299805,16260.299805,16075.299805,16148.500000,16148.500000,284164600
2018-08-16,16226.400391,16287.700195,16214.799805,16225.700195,16225.700195,199689700
2018-08-17,16219.599609,16336.900391,16194.900391,16323.700195,16323.700195,173991100
2018-08-20,16332.099609,16370.900391,16317.400391,16331.000000,16331.000000,208751900
2018-08-21,16340.299805,16398.599609,16296.400391,16297.000000,16297.000000,219442800
2018-08-22,16322.799805,16397.099609,16322.799805,16347.299805,16347.299805,200198300
2018-08-23,16336.200195,16358.599609,16309.200195,16326.799805,16326.799805,171141500
2018-08-24,16382.799805,16400.900391,16331.500000,16356.099609,16356.099609,211605900
2018-08-27,16416.099609,16475.300781,16416.099609,16444.400391,16444.400391,213875400
2018-08-28,16464.900391,16464.900391,16328.900391,16355.500000,16355.500000,198610200
2018-08-29,16380.599609,16432.900391,16339.099609,16390.300781,16390.300781,180128300
2018-08-30,16375.299805,16439.199219,16349.599609,16371.599609,16371.599609,216595200
2018-08-31,16361.200195,16390.400391,16252.400391,16262.900391,16262.900391,217160800
2018-09-04,16276.299805,16276.299805,16152.200195,16161.299805,16161.299805,239502100
2018-09-05,16144.599609,16156.799805,16033.000000,16137.599609,16137.599609,255580900
2018-09-06,16162.200195,16196.200195,16077.400391,16100.900391,16100.900391,229173900
2018-09-07,16028.900391,16093.400391,15994.299805,16090.299805,16090.299805,225132900
2018-09-10,16121.000000,16147.099609,16057.099609,16057.099609,16057.099609,200681100
2018-09-11,16042.299805,16111.700195,15975.799805,16094.299805,16094.299805,215647000
2018-09-12,16093.299805,16096.099609,15993.599609,16049.000000,16049.000000,266571000
2018-09-13,16059.200195,16071.200195,15987.200195,16001.700195,16001.700195,221711900
2018-09-14,15990.299805,16032.500000,15981.000000,16013.500000,16013.500000,194435900
2018-09-17,16046.500000,16118.000000,16045.299805,16082.299805,16082.299805,222709300
2018-09-18,16120.799805,16198.700195,16091.500000,16196.000000,16196.000000,228914700
2018-09-19,16206.799805,16230.000000,16149.900391,16149.900391,16149.900391,348868600
2018-09-20,16210.000000,16225.299805,16147.099609,16214.799805,16214.799805,259244800
2018-09-21,16235.099609,16267.700195,16211.000000,16224.099609,16224.099609,497537500
2018-09-24,16244.500000,16276.799805,16198.700195,16207.299805,16207.299805,234911500
2018-09-25,16269.200195,16300.700195,16159.500000,16159.500000,16159.500000,237368500
2018-09-26,16166.700195,16241.400391,16146.900391,16169.299805,16169.299805,234652900
2018-09-27,16195.400391,16262.799805,16193.000000,16204.599609,16204.599609,224428600
2018-09-28,16167.400391,16177.500000,16063.700195,16073.099609,16073.099609,260484900
2018-10-01,16152.299805,16193.099609,16069.700195,16104.400391,16104.400391,232645500
2018-10-02,16086.299805,16086.299805,15987.099609,16017.200195,16017.200195,248211900
2018-10-03,16069.500000,16082.299805,16006.200195,16072.099609,16072.099609,225949100
2018-10-04,16057.299805,16057.700195,15928.200195,16006.700195,16006.700195,253042000
2018-10-05,15986.599609,16028.000000,15895.500000,15946.200195,15946.200195,208165400
2018-10-09,15891.299805,15917.799805,15853.900391,15854.099609,15854.099609,228171700
2018-10-10,15830.200195,15830.200195,15511.799805,15517.400391,15517.400391,339860300
2018-10-11,15416.799805,15482.299805,15317.099609,15317.099609,15317.099609,389019100
2018-10-12,15464.000000,15470.900391,15317.700195,15414.299805,15414.299805,289282400
2018-10-15,15441.400391,15476.299805,15398.500000,15409.500000,15409.500000,246963900
2018-10-16,15456.900391,15579.700195,15399.500000,15579.700195,15579.700195,280525800
2018-10-17,15548.799805,15556.599609,15452.700195,15529.900391,15529.900391,312769400
2018-10-18,15486.400391,15513.599609,15380.700195,15404.099609,15404.099609,268976300
2018-10-19,15478.599609,15579.799805,15466.500000,15470.099609,15470.099609,251480500
2018-10-22,15488.099609,15492.900391,15364.099609,15412.700195,15412.700195,278747800
2018-10-23,15244.900391,15323.200195,15094.700195,15285.200195,15285.200195,346691200
2018-10-24,15265.700195,15295.700195,14900.400391,14909.099609,14909.099609,290191400
2018-10-25,14988.700195,15009.900391,14905.299805,14924.099609,14924.099609,300106200
2018-10-26,14827.599609,14950.799805,14732.000000,14888.299805,14888.299805,269257400
2018-10-29,14987.000000,15019.599609,14639.700195,14721.799805,14721.799805,283759500
2018-10-30,14715.700195,14899.200195,14696.299805,14894.500000,14894.500000,286522100
2018-10-31,15004.900391,15085.500000,14982.700195,15027.299805,15027.299805,310550400
2018-11-01,15032.799805,15150.200195,15029.200195,15150.200195,15150.200195,290143000
2018-11-02,15204.299805,15222.900391,15037.200195,15119.299805,15119.299805,268963600
2018-11-05,15136.799805,15242.400391,15136.799805,15217.700195,15217.700195,255477900
2018-11-06,15245.000000,15295.299805,15220.200195,15292.700195,15292.700195,237092100
2018-11-07,15385.500000,15392.000000,15293.299805,15369.400391,15369.400391,271236500
2018-11-08,15349.599609,15393.099609,15293.299805,15357.500000,15357.500000,281152200
2018-11-09,15271.400391,15304.000000,15196.099609,15274.400391,15274.400391,287404100
2018-11-12,15263.200195,15263.700195,15145.599609,15156.400391,15156.400391,241196100
2018-11-13,15167.700195,15245.500000,15108.599609,15131.799805,15131.799805,300186800
2018-11-14,15172.000000,15258.000000,15046.799805,15133.099609,15133.099609,295362000
2018-11-15,15104.799805,15177.599609,15068.200195,15144.900391,15144.900391,268321200
2018-11-16,15082.900391,15170.299805,15082.900391,15155.500000,15155.500000,285186100
2018-11-19,15137.400391,15170.799805,15040.500000,15071.000000,15071.000000,225780400
2018-11-20,14941.700195,14952.500000,14810.599609,14877.000000,14877.000000,292344300
2018-11-21,14941.700195,15195.400391,14938.299805,15095.000000,15095.000000,270566000
2018-11-22,15077.900391,15105.599609,15059.099609,15091.599609,15091.599609,83391200
2018-11-23,14998.099609,15028.599609,14900.299805,15010.700195,15010.700195,154972200
2018-11-26,15066.700195,15127.099609,14994.299805,15012.700195,15012.700195,245892100
2018-11-27,14994.400391,15021.700195,14907.500000,14944.099609,14944.099609,219177800
2018-11-28,15002.900391,15171.299805,14981.700195,15171.299805,15171.299805,244842300
2018-11-29,15157.099609,15251.200195,15138.900391,15194.000000,15194.000000,223082300
2018-11-30,15135.000000,15214.299805,15125.400391,15197.799805,15197.799805,339228800
2018-12-03,15358.900391,15378.900391,15154.700195,15275.000000,15275.000000,294475600
2018-12-04,15226.799805,15259.299805,15047.099609,15063.599609,15063.599609,285129100
2018-12-05,15139.299805,15253.799805,15122.599609,15182.599609,15182.599609,180095700
2018-12-06,14972.700195,14972.700195,14773.900391,14937.000000,14937.000000,28338700
2018-12-07,14986.500000,15059.700195,14763.900391,14795.099609,14795.099609,311247900
2018-12-10,14769.599609,14795.900391,14610.200195,14728.299805,14728.299805,275806900
2018-12-11,14891.200195,14957.799805,14665.900391,14667.799805,14667.799805,275639600
2018-12-12,14802.299805,14902.700195,14778.900391,14783.099609,14783.099609,268233000
2018-12-13,14814.099609,14871.700195,14721.299805,14750.400391,14750.400391,264774700
2018-12-14,14651.200195,14715.299805,14567.299805,14595.099609,14595.099609,277086200
2018-12-17,14567.599609,14577.599609,14323.700195,14362.700195,14362.700195,264315200
2018-12-18,14378.500000,14502.599609,14373.799805,14416.900391,14416.900391,386847800
2018-12-19,14452.000000,14552.299805,14256.099609,14264.099609,14264.099609,370363000
2018-12-20,14244.700195,14341.700195,14075.900391,14141.799805,14141.799805,308247100
2018-12-21,14161.799805,14220.900391,13924.400391,13935.400391,13935.400391,614345800
2018-12-24,13857.799805,13924.000000,13776.900391,13780.200195,13780.200195,170610500
2018-12-27,14018.000000,14165.500000,13918.299805,14165.200195,14165.200195,235414700
2018-12-28,14234.200195,14326.900391,14174.000000,14222.000000,14222.000000,266928600
2018-12-31,14312.400391,14349.200195,14218.500000,14322.900391,14322.900391,171356600
2019-01-02,14163.900391,14400.299805,14112.799805,14347.200195,14347.200195,270319800
2019-01-03,14294.099609,14297.900391,14155.299805,14212.799805,14212.799805,211587200
2019-01-04,14351.599609,14438.599609,14314.799805,14426.599609,14426.599609,231237200
2019-01-07,14471.000000,14515.099609,14383.099609,14504.099609,14504.099609,257832000
2019-01-08,14610.500000,14645.599609,14533.900391,14605.200195,14605.200195,260100900
2019-01-09,14668.500000,14811.099609,14644.099609,14804.700195,14804.700195,269093100
2019-01-10,14770.700195,14921.099609,14702.299805,14903.500000,14903.500000,262984000
2019-01-11,14874.200195,14956.200195,14855.200195,14939.200195,14939.200195,249299500
2019-01-14,14881.000000,14997.900391,14881.000000,14975.500000,14975.500000,228994500
2019-01-15,15002.000000,15079.799805,14966.500000,15046.299805,15046.299805,241300600
2019-01-16,15072.299805,15118.299805,15057.000000,15111.299805,15111.299805,248816800
2019-01-17,15077.099609,15238.099609,15066.500000,15211.200195,15211.200195,257298500
2019-01-18,15295.000000,15325.599609,15258.900391,15303.799805,15303.799805,293702200
2019-01-21,15300.400391,15354.200195,15263.000000,15354.200195,15354.200195,92562500
2019-01-22,15276.299805,15285.200195,15160.500000,15233.799805,15233.799805,228363300
2019-01-23,15275.700195,15293.299805,15141.500000,15208.299805,15208.299805,210174500
2019-01-24,15201.500000,15281.299805,15194.299805,15280.799805,15280.799805,206075300
2019-01-25,15350.200195,15388.000000,15298.400391,15366.099609,15366.099609,216014400
2019-01-28,15289.099609,15378.599609,15276.900391,15378.599609,15378.599609,226010300
2019-01-29,15414.700195,15497.400391,15413.900391,15463.099609,15463.099609,233364800
2019-01-30,15493.400391,15520.900391,15418.599609,15484.599609,15484.599609,233825500
2019-01-31,15507.400391,15564.599609,15486.500000,15540.599609,15540.599609,286422200
2019-02-01,15562.299805,15569.000000,15483.400391,15506.299805,15506.299805,224777300
2019-02-04,15527.400391,15606.299805,15513.700195,15602.299805,15602.299805,245284400
2019-02-05,15631.799805,15702.700195,15627.799805,15702.700195,15702.700195,217732500
2019-02-06,15679.900391,15745.400391,15668.599609,15712.299805,15712.299805,218136700
2019-02-07,15697.599609,15726.500000,15588.700195,15703.400391,15703.400391,253785300
2019-02-08,15648.299805,15659.799805,15567.799805,15633.299805,15633.299805,211877800
2019-02-11,15660.500000,15660.500000,15545.900391,15568.900391,15568.900391,193012400
2019-02-12,15613.099609,15654.799805,15583.400391,15642.099609,15642.099609,248558800
2019-02-13,15679.200195,15689.700195,15623.700195,15626.700195,15626.700195,236823500
2019-02-14,15622.299805,15733.099609,15608.200195,15696.000000,15696.000000,305833800
2019-02-15,15770.000000,15866.599609,15763.400391,15838.200195,15838.200195,255717300
2019-02-19,15856.900391,15953.900391,15831.900391,15937.400391,15937.400391,336230800
2019-02-20,15942.900391,16036.900391,15942.900391,16031.200195,16031.200195,268328500
2019-02-21,16001.900391,16030.700195,15979.700195,16000.900391,16000.900391,298529700
2019-02-22,16038.400391,16071.000000,15997.400391,16013.000000,16013.000000,222858800
2019-02-25,16051.000000,16099.900391,16051.000000,16057.000000,16057.000000,219234400
2019-02-26,16051.000000,16115.799805,16051.000000,16067.900391,16067.900391,266318500
2019-02-27,16043.799805,16077.599609,15990.299805,16074.299805,16074.299805,226354300
2019-02-28,16054.799805,16067.000000,15975.099609,15999.000000,15999.000000,304602900
2019-03-01,16086.299805,16122.099609,16058.099609,16068.299805,16068.299805,243003500
2019-03-04,16088.599609,16093.500000,15955.000000,16038.099609,16038.099609,286358000
2019-03-05,16077.299805,16105.299805,16068.599609,16086.500000,16086.500000,256504000
2019-03-06,16098.700195,16145.799805,16077.599609,16092.099609,16092.099609,272531800
2019-03-07,16079.000000,16085.400391,15981.799805,16056.500000,16056.500000,271719200
2019-03-08,15958.099609,16000.799805,15891.900391,15996.200195,15996.200195,255412900
2019-03-11,16028.099609,16131.900391,16028.099609,16106.200195,16106.200195,250342300
2019-03-12,16142.599609,16149.000000,16099.599609,16136.700195,16136.700195,229111500
2019-03-13,16193.099609,16212.599609,16143.500000,16150.000000,16150.000000,271091300
2019-03-14,16139.400391,16144.500000,16083.099609,16087.599609,16087.599609,196598800
2019-03-15,16156.700195,16174.500000,16123.799805,16140.400391,16140.400391,635539200
2019-03-18,16149.099609,16251.400391,16148.299805,16251.400391,16251.400391,231369100
2019-03-19,16275.299805,16275.299805,16188.099609,16188.099609,16188.099609,250958500
2019-03-20,16168.200195,16214.700195,16118.000000,16167.599609,16167.599609,261723000
2019-03-21,16148.799805,16266.500000,16146.400391,16244.599609,16244.599609,254945500
2019-03-22,16172.900391,16185.400391,16043.900391,16089.299805,16089.299805,325520900
2019-03-25,16066.299805,16113.200195,16021.000000,16065.900391,16065.900391,234398100
2019-03-26,16138.900391,16192.200195,16116.700195,16155.200195,16155.200195,242530400
2019-03-27,16147.400391,16187.400391,16079.099609,16132.500000,16132.500000,244631900
2019-03-28,16094.099609,16173.200195,16094.099609,16155.500000,16155.500000,223248900
2019-03-29,16200.299805,16212.700195,16081.099609,16102.099609,16102.099609,227955800
2019-04-01,16187.900391,16228.099609,16153.599609,16228.099609,16228.099609,233225700
2019-04-02,16240.400391,16263.900391,16194.900391,16263.900391,16263.900391,178277900
2019-04-03,16296.000000,16338.000000,16244.500000,16279.900391,16279.900391,224154600
2019-04-04,16290.000000,16311.599609,16249.900391,16311.599609,16311.599609,189917700
2019-04-05,16337.900391,16396.199219,16330.200195,16396.199219,16396.199219,170618000
2019-04-08,16373.099609,16407.300781,16326.700195,16407.300781,16407.300781,207573900
2019-04-09,16340.599609,16345.900391,16294.299805,16336.500000,16336.500000,175136900
2019-04-10,16369.000000,16409.800781,16368.000000,16396.300781,16396.300781,213547500
2019-04-11,16412.800781,16471.800781,16399.500000,16399.500000,16399.500000,230076600
2019-04-12,16473.900391,16487.099609,16437.300781,16480.500000,16480.500000,195851400
2019-04-15,16459.900391,16532.699219,16443.300781,16515.500000,16515.500000,194884000
2019-04-16,16537.699219,16553.400391,16498.599609,16502.199219,16502.199219,202476900
2019-04-17,16535.900391,16553.400391,16495.699219,16544.199219,16544.199219,333377300
2019-04-18,16558.500000,16615.099609,16557.500000,16612.800781,16612.800781,195729700
2019-04-22,16607.199219,16616.300781,16552.800781,16577.300781,16577.300781,169942700
2019-04-23,16591.599609,16672.699219,16581.099609,16669.400391,16669.400391,221708500
2019-04-24,16642.099609,16666.000000,16572.099609,16586.500000,16586.500000,212959200
2019-04-25,16567.199219,16593.199219,16527.900391,16576.099609,16576.099609,278775000
2019-04-26,16554.300781,16615.199219,16515.500000,16613.500000,16613.500000,282659400
2019-04-29,16612.099609,16642.099609,16589.800781,16600.400391,16600.400391,180944800
2019-04-30,16582.699219,16618.800781,16544.599609,16580.699219,16580.699219,207324200
2019-05-01,16580.599609,16604.900391,16493.800781,16502.800781,16502.800781,220860600
2019-05-02,16485.000000,16492.900391,16402.199219,16410.900391,16410.900391,255495300
2019-05-03,16467.699219,16496.599609,16430.000000,16494.400391,16494.400391,202157100
2019-05-06,16332.799805,16493.500000,16327.099609,16493.500000,16493.500000,197204000
2019-05-07,16378.000000,16408.500000,16317.900391,16357.799805,16357.799805,248842000
2019-05-08,16349.099609,16451.400391,16347.200195,16397.400391,16397.400391,213596600
